date,open,high,low,close,volume,amount,symbol,data_source,amount_estimated,price_adjust,source_priority,source_fetch_time,source_error,volume_unit,quality_flags,factor,is_paused,is_st,list_date,list_date_fallback,industry,limit_up,limit_down,has_valid_ohlc,has_valid_volume,has_valid_amount,has_valid_limit,has_valid_list_date,has_valid_industry,listed_days,listed_days_fallback,avg_amount,eligible,liquidity_rank,selected,industry_source,industry_update_date,previous_amount,amount_pct_change
2018-06-25,11.08,11.77,11.08,11.08,550768000.0,7482723584.0,000063.SZ,eastmoney,False,qfq,1,2026-06-28T07:45:16.506291+00:00,,share,,1.0,False,False,1997-11-18,False,C 制造业,13.838000000000001,11.322000000000001,True,True,True,False,True,True,7524,False,1238140581.15,True,,True,akshare_metadata_cache,,123625446.0,59.52737382237634
2020-05-08,-3.5,-3.44,-3.5,-3.5,47497100.0,176411485.0,000408.SZ,eastmoney,False,qfq,1,2026-06-28T07:45:17.019022+00:00,,share,,1.0,False,False,1996-06-28,False,C 制造业,-3.63,-2.9699999999999998,False,True,True,False,True,True,8715,False,62054976.15,True,,True,akshare_metadata_cache,,2718232.0,63.8993481792577
2020-05-20,-2.56,-2.56,-2.76,-2.64,45192300.0,207431989.0,000408.SZ,eastmoney,False,qfq,1,2026-06-28T07:45:17.019022+00:00,,share,,1.0,False,False,1996-06-28,False,C 制造业,-3.058,-2.502,False,True,True,False,True,True,8727,False,66074747.0,True,,True,akshare_metadata_cache,,2121527.0,96.7748522644303
2021-01-27,2.35,2.35,2.01,2.35,47315500.0,451267312.0,000408.SZ,eastmoney,False,qfq,1,2026-06-28T07:45:17.019022+00:00,,share,,1.0,False,False,1996-06-28,False,C 制造业,2.079,1.7009999999999998,True,True,True,False,True,True,8979,False,74953934.95,True,,True,akshare_metadata_cache,,10092464.0,43.7132941965411
2019-04-10,39.1,39.1,36.54,39.1,322875000.0,18195734528.0,000651.SZ,eastmoney,False,qfq,1,2026-06-28T07:45:17.578914+00:00,,share,,1.0,False,False,1996-11-18,False,C 制造业,37.301,30.519,True,True,True,False,True,True,8178,False,3187435281.6,True,,True,akshare_metadata_cache,,563110336.0,31.31291163513646
2021-08-10,39.22,43.9,32.41,35.9,785246100.0,29924287232.0,000792.SZ,eastmoney,False,qfq,1,2026-06-28T07:45:17.569399+00:00,,share,,1.0,False,False,1997-09-04,False,C 制造业,9.724,7.956,True,True,True,False,True,True,8741,False,1618847947.4,True,,True,akshare_metadata_cache,,296434464.0,99.94739602207657
2018-07-20,9.75,9.75,8.87,9.12,399570800.0,4441048320.0,002027.SZ,eastmoney,False,qfq,1,2026-06-28T07:45:18.620518+00:00,,share,,1.0,False,False,2004-08-04,False,L 商务服务,9.988000000000001,8.172,True,True,True,True,True,True,5098,False,770046670.0,True,,True,akshare_metadata_cache,,201196456.0,21.073193575536937
2018-09-06,15.77,15.77,14.71,15.46,75415800.0,1316592576.0,002028.SZ,eastmoney,False,qfq,1,2026-06-28T07:45:18.614511+00:00,,share,,1.0,False,False,2004-08-05,False,C 制造业,15.587000000000002,12.753,True,True,True,True,True,True,5145,False,92972508.2,True,,True,akshare_metadata_cache,,28121988.0,45.81719428939377
2020-02-25,17.8,19.57,16.84,18.74,109331500.0,2258273696.0,002028.SZ,eastmoney,False,qfq,1,2026-06-28T07:45:18.614511+00:00,,share,,1.0,False,False,2004-08-05,False,C 制造业,19.404000000000003,15.876000000000001,True,True,True,True,True,True,5682,False,340076309.0,True,,True,akshare_metadata_cache,,84435171.0,25.74565195112828
2019-06-04,34.45,36.5,33.03,33.66,95744400.0,4834312960.0,002049.SZ,eastmoney,False,qfq,1,2026-06-28T07:45:18.776726+00:00,,share,,1.0,False,False,2005-06-06,False,C 制造业,37.598000000000006,30.762,True,True,True,True,True,True,5111,False,1056920419.1,True,,True,akshare_metadata_cache,,86985646.0,54.575985030909585
2020-06-02,35.88,35.88,31.7,32.02,161854300.0,5578588160.0,002074.SZ,eastmoney,False,qfq,1,2026-06-28T07:45:19.028969+00:00,,share,,1.0,False,False,2006-10-18,False,C 制造业,35.849000000000004,29.331000000000003,True,True,True,True,True,True,4976,False,1505316895.25,True,,True,akshare_metadata_cache,,18049407.0,308.07320999520925
2022-11-11,15.97,17.02,15.97,16.46,535354700.0,9242776321.92,002241.SZ,eastmoney,False,qfq,1,2026-06-28T07:45:19.173736+00:00,,share,,1.0,False,False,2008-05-22,False,C 制造业,19.591,16.029,True,True,True,True,True,True,5286,False,2363236208.8494997,True,,True,akshare_metadata_cache,,324206005.0,27.508960905643928
2025-12-01,61.37,61.37,58.6,61.37,57237900.0,3524196797.95,002353.SZ,eastmoney,False,qfq,1,2026-06-28T07:45:19.570795+00:00,,share,,1.0,False,False,2010-02-05,False,C 制造业,61.303000000000004,50.157,True,True,True,False,True,True,5778,False,677774423.878,True,,True,akshare_metadata_cache,,138009665.97,24.535869340601664
2020-02-04,20.62,25.25,20.62,24.65,162552300.0,4299803392.0,002466.SZ,eastmoney,False,qfq,1,2026-06-28T07:45:20.054124+00:00,,share,,1.0,False,False,2010-08-31,False,C 制造业,25.729000000000003,21.051000000000002,True,True,True,True,True,True,3444,False,1852254006.2,True,,True,akshare_metadata_cache,,131049308.0,31.810576855545087
2020-05-21,6.11,6.11,5.16,5.2,55773100.0,418968864.0,002532.SZ,eastmoney,False,qfq,1,2026-06-28T07:45:20.170710+00:00,,share,,1.0,False,False,2010-12-31,False,C 制造业,5.918,4.842,True,True,True,True,True,True,3429,False,76636196.0,True,,True,akshare_metadata_cache,,7841501.0,52.4296767927467
2020-08-06,28.52,28.52,23.63,27.23,200035100.0,5272984320.0,002625.SZ,eastmoney,False,qfq,1,2026-06-28T07:45:20.630110+00:00,,share,,1.0,False,False,2011-11-03,False,C 制造业,28.479000000000003,23.301000000000002,True,True,True,True,True,True,3199,False,909036994.4,True,,True,akshare_metadata_cache,,177383700.0,28.726431008035124
2024-10-09,28.77,30.0,27.7,27.8,226173900.0,6718417900.26,002625.SZ,eastmoney,False,qfq,1,2026-06-28T07:45:20.630110+00:00,,share,,1.0,False,False,2011-11-03,False,C 制造业,29.975,24.525000000000002,True,True,True,True,True,True,4724,False,984055354.8535,True,,True,akshare_metadata_cache,,236287494.48,27.433235178379977
2020-02-04,3.7,4.34,3.7,4.23,22226300.0,574450736.0,002837.SZ,eastmoney,False,qfq,1,2026-06-28T07:45:20.694814+00:00,,share,,1.0,False,False,2016-12-29,False,C 制造业,4.532000000000001,3.708,True,True,True,True,True,True,1132,False,335982411.7,True,,True,akshare_metadata_cache,,14146357.0,39.60767984294473
2026-04-22,75.31,83.69,75.31,80.02,159447700.0,16119273349.11,002837.SZ,eastmoney,False,qfq,1,2026-06-28T07:45:20.694814+00:00,,share,,1.0,False,False,2016-12-29,False,C 制造业,92.05900000000001,75.321,True,True,True,True,True,True,3401,False,4997570083.6475,True,,True,akshare_metadata_cache,,651564321.0,23.73934319235077
2018-09-21,24.8,24.8,20.83,20.97,92942100.0,2524118736.0,002938.SZ,eastmoney,False,qfq,1,2026-06-28T07:45:21.122880+00:00,,share,,1.0,False,False,2018-09-18,False,C 制造业,25.080000000000002,20.52,True,True,True,True,True,True,3,False,638637771.75,False,,False,akshare_metadata_cache,,17892812.0,140.06886810189476
2019-08-30,4.7,4.73,4.28,4.66,1263079800.0,6270395648.0,003816.SZ,eastmoney,False,qfq,1,2026-06-28T07:45:21.102781+00:00,,share,,1.0,False,False,2019-08-26,False,D 水电煤气,4.697,3.8429999999999995,True,True,True,True,True,True,4,False,1279592090.4,False,,False,akshare_metadata_cache,,58993745.0,105.28916079153815
2018-07-24,23.73,27.93,23.73,25.51,73107700.0,3014186720.0,300122.SZ,eastmoney,False,qfq,1,2026-06-28T07:45:21.198643+00:00,,share,,1.0,False,False,2010-09-28,False,C 制造业,32.004,21.336000000000002,True,True,True,True,True,True,2856,False,823231228.0,True,,True,akshare_metadata_cache,,122456880.0,23.61427010062644
2018-06-06,3.87,3.98,3.42,3.6,133155200.0,1400816784.0,300274.SZ,eastmoney,False,qfq,1,2026-06-28T07:45:21.643257+00:00,,share,,1.0,False,False,2011-11-02,False,C 制造业,5.0760000000000005,3.3840000000000003,True,True,True,True,True,True,2408,False,392630760.6,True,,True,akshare_metadata_cache,,41031430.0,33.140091729681366
2019-10-15,12.46,12.8,11.9,12.08,221385600.0,3108644864.0,300433.SZ,eastmoney,False,qfq,1,2026-06-28T07:45:22.110814+00:00,,share,,1.0,False,False,2015-03-18,False,C 制造业,14.147999999999998,9.432,True,True,True,True,True,True,1672,False,757999699.0,True,,True,akshare_metadata_cache,,115926908.0,25.815559197007136
2018-06-22,19.2,19.6,14.48,16.18,128170600.0,8599728896.0,300750.SZ,eastmoney,False,qfq,1,2026-06-28T07:45:22.601344+00:00,,share,,1.0,False,False,2018-06-11,False,C 制造业,22.068,14.712000000000002,True,True,True,True,True,True,11,False,984315601.6666666,False,,False,akshare_metadata_cache,,86881296.0,97.98251167892339
2018-10-18,54.33,54.33,42.68,50.27,55718500.0,4493959168.0,300760.SZ,eastmoney,False,qfq,1,2026-06-28T07:45:22.702654+00:00,,share,,1.0,False,False,2018-10-16,False,C 制造业,55.92,37.28,True,True,True,True,True,True,2,False,1512609254.0,False,,False,akshare_metadata_cache,,14420083.0,310.6458600134271
2020-02-04,24.02,25.68,24.02,25.2,11515300.0,418078864.0,300803.SZ,eastmoney,False,qfq,1,2026-06-28T07:45:22.738334+00:00,,share,,1.0,False,False,2019-11-18,False,J 金融业,32.052,21.368000000000002,True,True,True,True,True,True,78,False,517689548.4,False,,False,akshare_metadata_cache,,18306600.0,21.837603050266026
2020-05-28,68.56,68.56,68.56,68.56,5241000.0,743588688.0,300832.SZ,eastmoney,False,qfq,1,2026-06-28T07:45:22.694128+00:00,,share,,1.0,False,False,2020-05-12,False,C 制造业,74.124,49.416000000000004,True,True,True,True,True,True,16,False,71786634.23076923,False,,False,akshare_metadata_cache,,28843410.0,24.780193395995827
2021-10-25,5.82,5.82,4.99,5.39,202316900.0,2080995984.0,600039.SH,eastmoney,False,qfq,1,2026-06-28T07:45:24.051710+00:00,,share,,1.0,False,False,2003-03-25,False,基础建设,5.8740000000000006,4.806,True,True,True,True,True,False,6789,False,810853812.3,True,,True,eastmoney_board_industry,2026-06-28,53410164.0,37.962546229964765
2019-04-12,30.36,30.76,26.16,26.23,116991900.0,3361022528.0,600150.SH,eastmoney,False,qfq,1,2026-06-28T07:45:24.655511+00:00,,share,,1.0,False,False,1998-05-20,False,航海装备Ⅱ,31.988,26.172,True,True,True,True,True,False,7632,False,485445882.0,True,,True,eastmoney_board_industry,2026-06-28,84344944.0,38.84853588852937
2021-05-31,2.4,2.4,2.18,2.18,817529700.0,1849795440.0,600221.SH,eastmoney,False,qfq,1,2026-06-28T07:45:25.071736+00:00,,share,,1.0,False,False,1999-11-25,False,航空运输,2.519,2.061,True,True,True,True,True,False,7858,False,284800845.85,True,,True,eastmoney_board_industry,2026-06-28,60951902.0,29.348444909889768
2022-08-16,1.55,1.59,1.48,1.54,436747200.0,675831164.0,600221.SH,eastmoney,False,qfq,1,2026-06-28T07:45:25.071736+00:00,,share,,1.0,False,False,1999-11-25,False,航空运输,1.6720000000000002,1.368,True,True,True,True,True,False,8300,False,121340269.95,True,,True,eastmoney_board_industry,2026-06-28,20948078.0,31.262203911977032
2018-06-05,31.27,31.27,29.5,31.27,171049400.0,7489260032.0,600309.SH,eastmoney,False,qfq,1,2026-06-28T07:45:25.171929+00:00,,share,,1.0,False,False,2001-01-05,False,基础化工,29.986000000000004,24.534000000000002,True,True,True,False,True,False,6360,False,3890539776.0,True,,True,eastmoney_board_industry,2026-06-28,291819520.0,24.66401326408871
2020-06-08,4.31,4.66,4.16,4.4,551487600.0,3125350672.0,600415.SH,eastmoney,False,qfq,1,2026-06-28T07:45:25.645906+00:00,,share,,1.0,False,False,2002-05-09,False,商业物业经营,4.708000000000001,3.8520000000000003,True,True,True,True,True,False,6605,False,205688035.95,True,,True,eastmoney_board_industry,2026-06-28,105108061.0,28.73464301658081
2026-02-03,30.5,34.31,29.89,32.95,343344500.0,10617765535.0,600489.SH,eastmoney,False,qfq,1,2026-06-28T07:45:26.177865+00:00,,share,,1.0,False,False,2003-08-14,False,贵金属,36.531000000000006,29.889000000000003,True,True,True,True,True,False,8209,False,3735693146.4,True,,True,eastmoney_board_industry,2026-06-28,207851427.0,50.08343824360657
2021-02-26,5.31,5.31,4.81,5.31,78618200.0,610674704.0,600515.SH,eastmoney,False,qfq,1,2026-06-28T07:45:26.091723+00:00,,share,,1.0,False,False,2002-08-06,False,航空机场,5.566,4.553999999999999,True,True,True,True,True,False,6779,False,464412853.85,True,,True,eastmoney_board_industry,2026-06-28,6831035.0,88.39709780435908
2021-03-04,6.35,6.35,6.12,6.35,60440600.0,562853120.0,600515.SH,eastmoney,False,qfq,1,2026-06-28T07:45:26.091723+00:00,,share,,1.0,False,False,2002-08-06,False,航空机场,6.655,5.445,True,True,True,True,True,False,6785,False,398512645.5,True,,True,eastmoney_board_industry,2026-06-28,16518948.0,33.073181899961185
2021-03-24,6.54,6.54,5.92,6.19,67034500.0,619136368.0,600515.SH,eastmoney,False,qfq,1,2026-06-28T07:45:26.091723+00:00,,share,,1.0,False,False,2002-08-06,False,航空机场,6.853000000000001,5.607,True,True,True,True,True,False,6805,False,284021990.55,True,,True,eastmoney_board_industry,2026-06-28,15162055.0,39.834594519014736
2026-02-03,45.5,49.1,45.11,48.81,196135500.0,9091805882.0,600547.SH,eastmoney,False,qfq,1,2026-06-28T07:45:26.186390+00:00,,share,,1.0,False,False,2003-08-28,False,贵金属,54.010000000000005,44.190000000000005,True,True,True,True,True,False,8195,False,3816522225.6,True,,True,eastmoney_board_industry,2026-06-28,365137060.0,23.89970720035923
2024-10-09,27.38,27.38,26.58,27.38,157535000.0,4354533695.0,600570.SH,eastmoney,False,qfq,1,2026-06-28T07:45:26.208741+00:00,,share,,1.0,False,False,2003-12-16,False,垂直应用软件,27.346,22.374,True,True,True,False,True,False,7603,False,561631221.15,True,,True,eastmoney_board_industry,2026-06-28,206386952.0,20.098880780990456
2025-07-23,23.34,23.34,22.69,23.34,212768100.0,5045433382.0,600875.SH,eastmoney,False,qfq,1,2026-06-28T07:45:27.244346+00:00,,share,,1.0,False,False,1995-10-10,False,综合电力设备商,23.298000000000002,19.062,True,True,True,False,True,False,10879,False,553784477.55,True,,True,eastmoney_board_industry,2026-06-28,139562003.0,35.15191293865279
2020-02-19,24.12,25.97,23.83,25.34,130098800.0,3384993696.0,600893.SH,eastmoney,False,qfq,1,2026-06-28T07:45:27.321879+00:00,,share,,1.0,False,False,1996-04-08,False,航空装备Ⅱ,25.883000000000003,21.177000000000003,True,True,True,True,True,False,8717,False,369780283.9,True,,True,eastmoney_board_industry,2026-06-28,131391414.0,24.762670428373653
2021-06-15,4.34,4.34,3.95,4.34,3645307500.0,16407454976.0,600905.SH,eastmoney,False,qfq,1,2026-06-28T07:45:27.669724+00:00,,share,,1.0,False,False,2021-06-10,False,公用事业,4.312,3.528,True,True,True,False,True,False,5,False,5716533514.666667,False,,False,eastmoney_board_industry,2026-06-28,145883136.0,111.46985378762353
2021-06-24,8.51,8.51,6.91,7.04,3516945300.0,27698437632.0,600905.SH,eastmoney,False,qfq,1,2026-06-28T07:45:27.669724+00:00,,share,,1.0,False,False,2021-06-10,False,公用事业,8.481,6.939,True,True,True,True,True,False,14,False,7167051476.5,False,,False,eastmoney_board_industry,2026-06-28,184818520.0,148.86830125032924
2020-06-16,13.86,14.24,13.36,13.99,512877900.0,7215577088.0,600918.SH,eastmoney,False,qfq,1,2026-06-28T07:45:27.641438+00:00,,share,,1.0,False,False,2020-06-03,False,非银金融,14.586,11.934,True,True,True,True,True,False,13,False,769242268.2,False,,False,eastmoney_board_industry,2026-06-28,120749905.0,58.75637900501868
2019-05-17,13.04,14.54,11.76,13.89,313836500.0,5130568704.0,600989.SH,eastmoney,False,qfq,1,2026-06-28T07:45:28.064669+00:00,,share,,1.0,False,False,2019-05-16,False,煤化工,14.355000000000002,11.745000000000001,True,True,True,True,True,False,1,False,2643098769.5,False,,False,eastmoney_board_industry,2026-06-28,155628835.0,31.96669736042167
2018-06-06,6.13,6.37,5.86,6.26,159417300.0,2727074768.0,601012.SH,eastmoney,False,qfq,1,2026-06-28T07:45:28.182909+00:00,,share,,1.0,False,False,2012-04-11,False,电力设备,7.183000000000001,5.877000000000001,True,True,True,True,True,False,2247,False,692447636.4,True,,True,eastmoney_board_industry,2026-06-28,127088736.0,20.458036753154897
2018-06-27,9.6,9.68,8.73,9.5,236239300.0,2713629696.0,601066.SH,eastmoney,False,qfq,1,2026-06-28T07:45:28.581066+00:00,,share,,1.0,False,False,2018-06-20,False,非银金融,10.032,8.208,True,True,True,True,True,False,7,False,476997525.0,False,,False,eastmoney_board_industry,2026-06-28,115025289.0,22.591592071548718
2019-02-27,18.37,19.78,17.87,19.78,192035700.0,4123793296.0,601066.SH,eastmoney,False,qfq,1,2026-06-28T07:45:28.581066+00:00,,share,,1.0,False,False,2018-06-20,False,非银金融,19.569,16.011,True,True,True,False,True,False,252,False,852501526.5,True,,True,eastmoney_board_industry,2026-06-28,169095511.0,23.38736115236081
2018-06-13,21.37,23.18,20.38,22.54,633217100.0,15809621760.0,601138.SH,eastmoney,False,qfq,1,2026-06-28T07:45:29.130143+00:00,,share,,1.0,False,False,2018-06-08,False,消费电子,22.891000000000002,18.729,True,True,True,True,True,False,5,False,4058117877.0,False,,False,eastmoney_board_industry,2026-06-28,347672464.0,44.47274632597881
2024-10-14,18.64,18.64,17.12,18.08,583359500.0,11174359641.0,601211.SH,eastmoney,False,qfq,1,2026-06-28T07:45:29.210417+00:00,,share,,1.0,False,False,2015-06-26,False,非银金融,18.546,15.174,True,True,True,True,True,False,3398,False,833519083.7,True,,True,eastmoney_board_industry,2026-06-28,99226607.0,111.61454945244677
2018-11-23,6.68,6.68,6.14,6.68,648013000.0,4870380544.0,601319.SH,eastmoney,False,qfq,1,2026-06-28T07:45:29.589401+00:00,,share,,1.0,False,False,2018-11-16,False,保险Ⅱ,6.578000000000001,5.382000000000001,True,True,True,False,True,False,7,False,829370589.1666666,False,,False,eastmoney_board_industry,2026-06-28,43874273.0,110.00766373952224
2019-03-08,10.49,11.83,10.49,10.49,436992800.0,5155695360.0,601319.SH,eastmoney,False,qfq,1,2026-06-28T07:45:29.589401+00:00,,share,,1.0,False,False,2018-11-16,False,保险Ⅱ,12.947000000000001,10.593,True,True,True,False,True,False,112,False,1714214042.9,False,,False,eastmoney_board_industry,2026-06-28,179394538.0,27.739422155651138
2019-07-12,9.93,9.93,9.93,9.93,21911900.0,222186301.0,601698.SH,eastmoney,False,qfq,1,2026-06-28T07:45:30.686247+00:00,,share,,1.0,False,False,2019-06-28,False,国防军工,9.911000000000001,8.109,True,True,True,False,True,False,14,False,25827611.0,False,,False,eastmoney_board_industry,2026-06-28,10017991.0,21.17872834982583
2024-11-12,25.19,27.09,24.93,25.66,304302300.0,7881083459.0,601698.SH,eastmoney,False,qfq,1,2026-06-28T07:45:30.686247+00:00,,share,,1.0,False,False,2019-06-28,False,国防军工,27.082000000000004,22.158,True,True,True,True,True,False,1964,False,1320530971.1,True,,True,eastmoney_board_industry,2026-06-28,364304219.0,20.633247840591164
2024-10-23,6.02,6.02,5.63,6.02,985781200.0,5809579147.0,601727.SH,eastmoney,False,qfq,1,2026-06-28T07:45:30.702490+00:00,,share,,1.0,False,False,2008-12-05,False,综合电力设备商,6.017,4.923,True,True,True,False,True,False,5801,False,677128143.7,True,,True,eastmoney_board_industry,2026-06-28,190932100.0,29.42746163164811
2024-11-07,11.45,11.86,10.22,11.18,2177101200.0,24892339051.0,601727.SH,eastmoney,False,qfq,1,2026-06-28T07:45:30.702490+00:00,,share,,1.0,False,False,2008-12-05,False,综合电力设备商,11.858,9.702,True,True,True,True,True,False,5816,False,4910743925.7,True,,True,eastmoney_board_industry,2026-06-28,589886192.0,41.19854505595886
2020-02-04,3.21,3.37,3.21,3.31,227037600.0,1170382096.0,601872.SH,eastmoney,False,qfq,1,2026-06-28T07:45:31.327546+00:00,,share,,1.0,False,False,2006-12-01,False,航运,4.048000000000001,3.3120000000000003,True,True,True,False,True,False,4813,False,744413468.4,True,,True,eastmoney_board_industry,2026-06-28,31872184.0,35.72111380883092
2019-06-28,21.87,24.33,21.87,23.48,116252000.0,3946678784.0,603019.SH,eastmoney,False,qfq,1,2026-06-28T07:45:32.166296+00:00,,share,,1.0,False,False,2014-11-06,False,其他计算机设备,26.928000000000004,22.032,True,True,True,True,True,False,1695,False,921625359.4,True,,True,eastmoney_board_industry,2026-06-28,116077300.0,33.00043577857169
2020-06-09,49.46,51.61,44.7,49.8,35831300.0,5018070528.0,603392.SH,eastmoney,False,qfq,1,2026-06-28T07:45:32.612435+00:00,,share,,1.0,False,False,2020-04-29,False,生物制品,51.52400000000001,42.156000000000006,True,True,True,True,True,False,41,False,296141644.45,False,,False,eastmoney_board_industry,2026-06-28,198169172.0,24.32215519374527
2018-09-14,33.12,34.28,30.66,30.76,20354900.0,947378064.0,603501.SH,eastmoney,False,qfq,1,2026-06-28T07:45:32.640057+00:00,,share,,1.0,False,False,2017-05-04,False,数字芯片设计,34.991,28.628999999999998,True,True,True,True,True,False,498,False,213886067.3,True,,True,eastmoney_board_industry,2026-06-28,14102183.0,66.17953270071733
2020-03-03,67.16,67.16,63.31,67.16,20495900.0,1438215536.0,603893.SH,eastmoney,False,qfq,1,2026-06-28T07:45:32.571382+00:00,,share,,1.0,False,False,2020-02-07,False,数字芯片设计,66.825,54.675000000000004,True,True,True,False,True,False,25,False,102899911.3888889,False,,False,eastmoney_board_industry,2026-06-28,51336088.0,27.015682379226092
2021-04-26,4.46,4.46,2.68,2.81,23937600.0,1511622240.0,605117.SH,eastmoney,False,qfq,1,2026-06-28T07:45:33.013846+00:00,,share,,1.0,False,False,2021-04-20,False,电力设备,3.9050000000000002,3.195,True,True,True,False,True,False,6,False,312930809.6,False,,False,eastmoney_board_industry,2026-06-28,24643000.0,60.34083674877247
