symbol,industry,industry_source,rows,selected_rows,has_industry,is_unknown
000001.SZ,J 金融业,akshare_metadata_cache,2054,2054,True,False
000002.SZ,K 房地产,akshare_metadata_cache,2054,2054,True,False
000009.SZ,J 金融业,akshare_metadata_cache,2054,2054,True,False
000021.SZ,C 制造业,akshare_metadata_cache,2054,2054,True,False
000027.SZ,D 水电煤气,akshare_metadata_cache,2054,2054,True,False
000032.SZ,E 建筑业,akshare_metadata_cache,2042,2042,True,False
000034.SZ,F 批发零售,akshare_metadata_cache,1962,1962,True,False
000039.SZ,C 制造业,akshare_metadata_cache,2049,2049,True,False
000050.SZ,C 制造业,akshare_metadata_cache,2054,2054,True,False
000060.SZ,C 制造业,akshare_metadata_cache,2054,2054,True,False
000062.SZ,F 批发零售,akshare_metadata_cache,2044,2044,True,False
000063.SZ,C 制造业,akshare_metadata_cache,2014,2014,True,False
000088.SZ,G 运输仓储,akshare_metadata_cache,2038,2038,True,False
000100.SZ,C 制造业,akshare_metadata_cache,2053,2053,True,False
000155.SZ,D 水电煤气,akshare_metadata_cache,2033,2033,True,False
000157.SZ,C 制造业,akshare_metadata_cache,2054,2054,True,False
000166.SZ,J 金融业,akshare_metadata_cache,2054,2054,True,False
000301.SZ,C 制造业,akshare_metadata_cache,2029,2029,True,False
000333.SZ,C 制造业,akshare_metadata_cache,2014,2014,True,False
000338.SZ,C 制造业,akshare_metadata_cache,2054,2054,True,False
000400.SZ,C 制造业,akshare_metadata_cache,2054,2054,True,False
000408.SZ,C 制造业,akshare_metadata_cache,2022,2022,True,False
000415.SZ,L 商务服务,akshare_metadata_cache,1935,1935,True,False
000423.SZ,C 制造业,akshare_metadata_cache,2054,2054,True,False
000425.SZ,C 制造业,akshare_metadata_cache,2031,2031,True,False
000429.SZ,G 运输仓储,akshare_metadata_cache,2054,2028,True,False
000513.SZ,C 制造业,akshare_metadata_cache,2054,2054,True,False
000519.SZ,C 制造业,akshare_metadata_cache,2054,2054,True,False
000528.SZ,C 制造业,akshare_metadata_cache,2033,2033,True,False
000537.SZ,D 水电煤气,akshare_metadata_cache,2054,2054,True,False
000538.SZ,C 制造业,akshare_metadata_cache,2003,2003,True,False
000539.SZ,D 水电煤气,akshare_metadata_cache,2054,1928,True,False
000559.SZ,C 制造业,akshare_metadata_cache,2044,2044,True,False
000568.SZ,C 制造业,akshare_metadata_cache,2054,2054,True,False
000582.SZ,G 运输仓储,akshare_metadata_cache,2054,2054,True,False
000591.SZ,D 水电煤气,akshare_metadata_cache,2054,2054,True,False
000596.SZ,C 制造业,akshare_metadata_cache,2054,2054,True,False
000598.SZ,D 水电煤气,akshare_metadata_cache,2054,2054,True,False
000617.SZ,J 金融业,akshare_metadata_cache,2054,2010,True,False
000623.SZ,C 制造业,akshare_metadata_cache,2054,2054,True,False
000625.SZ,C 制造业,akshare_metadata_cache,2054,2054,True,False
000629.SZ,C 制造业,akshare_metadata_cache,1896,1896,True,False
000630.SZ,C 制造业,akshare_metadata_cache,2044,2044,True,False
000651.SZ,C 制造业,akshare_metadata_cache,2048,2048,True,False
000657.SZ,C 制造业,akshare_metadata_cache,2044,2044,True,False
000661.SZ,C 制造业,akshare_metadata_cache,2045,2045,True,False
000683.SZ,C 制造业,akshare_metadata_cache,2054,2054,True,False
000703.SZ,C 制造业,akshare_metadata_cache,1991,1991,True,False
000708.SZ,C 制造业,akshare_metadata_cache,2048,2048,True,False
000709.SZ,C 制造业,akshare_metadata_cache,2054,2054,True,False
000723.SZ,C 制造业,akshare_metadata_cache,1969,1969,True,False
000725.SZ,C 制造业,akshare_metadata_cache,2054,2054,True,False
000728.SZ,J 金融业,akshare_metadata_cache,2048,2048,True,False
000729.SZ,C 制造业,akshare_metadata_cache,2054,2054,True,False
000733.SZ,C 制造业,akshare_metadata_cache,2054,2054,True,False
000737.SZ,C 制造业,akshare_metadata_cache,2020,1678,True,False
000738.SZ,C 制造业,akshare_metadata_cache,2054,2054,True,False
000739.SZ,C 制造业,akshare_metadata_cache,2054,2054,True,False
000750.SZ,J 金融业,akshare_metadata_cache,2048,2048,True,False
000768.SZ,C 制造业,akshare_metadata_cache,2054,2054,True,False
000776.SZ,J 金融业,akshare_metadata_cache,2054,2054,True,False
000783.SZ,J 金融业,akshare_metadata_cache,2054,2054,True,False
000785.SZ,L 商务服务,akshare_metadata_cache,2043,1968,True,False
000786.SZ,C 制造业,akshare_metadata_cache,2054,2054,True,False
000792.SZ,C 制造业,akshare_metadata_cache,1740,1740,True,False
000800.SZ,C 制造业,akshare_metadata_cache,2043,2043,True,False
000807.SZ,C 制造业,akshare_metadata_cache,2044,2044,True,False
000825.SZ,C 制造业,akshare_metadata_cache,1946,1946,True,False
000830.SZ,C 制造业,akshare_metadata_cache,2044,2044,True,False
000831.SZ,C 制造业,akshare_metadata_cache,2054,2054,True,False
000858.SZ,C 制造业,akshare_metadata_cache,2054,2054,True,False
000878.SZ,C 制造业,akshare_metadata_cache,2035,2035,True,False
000883.SZ,D 水电煤气,akshare_metadata_cache,2054,2054,True,False
000887.SZ,C 制造业,akshare_metadata_cache,2054,2054,True,False
000893.SZ,C 制造业,akshare_metadata_cache,2041,1952,True,False
000895.SZ,C 制造业,akshare_metadata_cache,2039,2039,True,False
000898.SZ,C 制造业,akshare_metadata_cache,2054,2054,True,False
000921.SZ,C 制造业,akshare_metadata_cache,2054,2054,True,False
000932.SZ,C 制造业,akshare_metadata_cache,2047,2047,True,False
000937.SZ,B 采矿业,akshare_metadata_cache,2054,2054,True,False
000938.SZ,C 制造业,akshare_metadata_cache,2049,2049,True,False
000951.SZ,C 制造业,akshare_metadata_cache,2054,2054,True,False
000959.SZ,C 制造业,akshare_metadata_cache,2022,2022,True,False
000960.SZ,C 制造业,akshare_metadata_cache,2054,2054,True,False
000963.SZ,F 批发零售,akshare_metadata_cache,2054,2054,True,False
000967.SZ,C 制造业,akshare_metadata_cache,1998,1998,True,False
000975.SZ,B 采矿业,akshare_metadata_cache,2039,2039,True,False
000977.SZ,C 制造业,akshare_metadata_cache,2048,2048,True,False
000983.SZ,B 采矿业,akshare_metadata_cache,2044,2044,True,False
000987.SZ,J 金融业,akshare_metadata_cache,2043,2043,True,False
000988.SZ,C 制造业,akshare_metadata_cache,2054,2054,True,False
000997.SZ,I 信息技术,akshare_metadata_cache,2054,2054,True,False
000999.SZ,C 制造业,akshare_metadata_cache,2054,2054,True,False
001203.SZ,B 采矿业,akshare_metadata_cache,1243,1158,True,False
001221.SZ,C 制造业,akshare_metadata_cache,217,137,True,False
001280.SZ,B 采矿业,akshare_metadata_cache,133,55,True,False
001286.SZ,D 水电煤气,akshare_metadata_cache,776,695,True,False
001309.SZ,C 制造业,akshare_metadata_cache,964,884,True,False
001386.SZ,C 制造业,akshare_metadata_cache,163,82,True,False
001389.SZ,C 制造业,akshare_metadata_cache,538,458,True,False
001391.SZ,G 运输仓储,akshare_metadata_cache,357,279,True,False
001696.SZ,C 制造业,akshare_metadata_cache,2054,2054,True,False
001965.SZ,G 运输仓储,akshare_metadata_cache,2054,1981,True,False
001979.SZ,K 房地产,akshare_metadata_cache,2038,2038,True,False
002001.SZ,C 制造业,akshare_metadata_cache,2054,2054,True,False
002007.SZ,C 制造业,akshare_metadata_cache,2054,2054,True,False
002008.SZ,C 制造业,akshare_metadata_cache,2054,2054,True,False
002025.SZ,C 制造业,akshare_metadata_cache,2054,2054,True,False
002027.SZ,L 商务服务,akshare_metadata_cache,2054,2054,True,False
002028.SZ,C 制造业,akshare_metadata_cache,2054,2054,True,False
002032.SZ,C 制造业,akshare_metadata_cache,2053,2053,True,False
002044.SZ,Q 卫生,akshare_metadata_cache,2054,2054,True,False
002049.SZ,C 制造业,akshare_metadata_cache,2028,2028,True,False
002050.SZ,C 制造业,akshare_metadata_cache,2054,2054,True,False
002056.SZ,C 制造业,akshare_metadata_cache,2054,2054,True,False
002064.SZ,C 制造业,akshare_metadata_cache,2039,2039,True,False
002065.SZ,I 信息技术,akshare_metadata_cache,2044,2044,True,False
002074.SZ,C 制造业,akshare_metadata_cache,2047,2047,True,False
002078.SZ,C 制造业,akshare_metadata_cache,2054,2054,True,False
002085.SZ,C 制造业,akshare_metadata_cache,2006,2006,True,False
002120.SZ,G 运输仓储,akshare_metadata_cache,2054,2054,True,False
002126.SZ,C 制造业,akshare_metadata_cache,2054,2054,True,False
002130.SZ,C 制造业,akshare_metadata_cache,2038,2038,True,False
002131.SZ,L 商务服务,akshare_metadata_cache,2051,2051,True,False
002138.SZ,C 制造业,akshare_metadata_cache,2054,2054,True,False
002142.SZ,J 金融业,akshare_metadata_cache,2048,2048,True,False
002152.SZ,C 制造业,akshare_metadata_cache,2054,2054,True,False
002153.SZ,I 信息技术,akshare_metadata_cache,2051,2051,True,False
002155.SZ,B 采矿业,akshare_metadata_cache,2044,2044,True,False
002157.SZ,A 农林牧渔,akshare_metadata_cache,2051,2051,True,False
002179.SZ,C 制造业,akshare_metadata_cache,2054,2054,True,False
002185.SZ,C 制造业,akshare_metadata_cache,2038,2038,True,False
002195.SZ,I 信息技术,akshare_metadata_cache,2054,2054,True,False
002202.SZ,C 制造业,akshare_metadata_cache,2048,2048,True,False
002203.SZ,C 制造业,akshare_metadata_cache,2054,2054,True,False
002223.SZ,C 制造业,akshare_metadata_cache,2054,2054,True,False
002230.SZ,I 信息技术,akshare_metadata_cache,2054,2054,True,False
002236.SZ,C 制造业,akshare_metadata_cache,2052,2052,True,False
002241.SZ,C 制造业,akshare_metadata_cache,2054,2054,True,False
002244.SZ,K 房地产,akshare_metadata_cache,2054,2054,True,False
002252.SZ,C 制造业,akshare_metadata_cache,1845,1845,True,False
002261.SZ,I 信息技术,akshare_metadata_cache,2054,2054,True,False
002262.SZ,C 制造业,akshare_metadata_cache,2054,2054,True,False
002265.SZ,C 制造业,akshare_metadata_cache,2043,2020,True,False
002266.SZ,N 公共环保,akshare_metadata_cache,2043,2043,True,False
002271.SZ,C 制造业,akshare_metadata_cache,2054,2054,True,False
002273.SZ,C 制造业,akshare_metadata_cache,2054,2054,True,False
002281.SZ,C 制造业,akshare_metadata_cache,2054,2054,True,False
002299.SZ,C 制造业,akshare_metadata_cache,2054,2054,True,False
002304.SZ,C 制造业,akshare_metadata_cache,2054,2054,True,False
002311.SZ,C 制造业,akshare_metadata_cache,2054,2054,True,False
002312.SZ,C 制造业,akshare_metadata_cache,1958,1957,True,False
002318.SZ,C 制造业,akshare_metadata_cache,2054,2054,True,False
002335.SZ,C 制造业,akshare_metadata_cache,2054,2054,True,False
002340.SZ,C 制造业,akshare_metadata_cache,2054,2054,True,False
002352.SZ,G 运输仓储,akshare_metadata_cache,2051,2051,True,False
002353.SZ,C 制造业,akshare_metadata_cache,2054,2054,True,False
002371.SZ,C 制造业,akshare_metadata_cache,2054,2054,True,False
002384.SZ,C 制造业,akshare_metadata_cache,1984,1984,True,False
002402.SZ,C 制造业,akshare_metadata_cache,2040,2040,True,False
002407.SZ,C 制造业,akshare_metadata_cache,2054,2054,True,False
002409.SZ,C 制造业,akshare_metadata_cache,2049,2049,True,False
002410.SZ,I 信息技术,akshare_metadata_cache,2054,2054,True,False
002414.SZ,C 制造业,akshare_metadata_cache,2054,2054,True,False
002415.SZ,C 制造业,akshare_metadata_cache,2052,2052,True,False
002422.SZ,C 制造业,akshare_metadata_cache,2054,2054,True,False
002423.SZ,J 金融业,akshare_metadata_cache,1962,1962,True,False
002429.SZ,C 制造业,akshare_metadata_cache,2049,2049,True,False
002430.SZ,C 制造业,akshare_metadata_cache,2054,2054,True,False
002432.SZ,C 制造业,akshare_metadata_cache,2054,2054,True,False
002436.SZ,C 制造业,akshare_metadata_cache,1985,1985,True,False
002444.SZ,C 制造业,akshare_metadata_cache,2054,2054,True,False
002460.SZ,C 制造业,akshare_metadata_cache,2054,2054,True,False
002461.SZ,C 制造业,akshare_metadata_cache,2054,2054,True,False
002463.SZ,C 制造业,akshare_metadata_cache,2054,2054,True,False
002465.SZ,C 制造业,akshare_metadata_cache,2054,2054,True,False
002466.SZ,C 制造业,akshare_metadata_cache,2035,2035,True,False
002472.SZ,C 制造业,akshare_metadata_cache,2054,2054,True,False
002475.SZ,C 制造业,akshare_metadata_cache,2054,2054,True,False
002487.SZ,C 制造业,akshare_metadata_cache,2054,1873,True,False
002493.SZ,C 制造业,akshare_metadata_cache,2054,2054,True,False
002500.SZ,J 金融业,akshare_metadata_cache,2048,2048,True,False
002508.SZ,C 制造业,akshare_metadata_cache,2054,2054,True,False
002517.SZ,I 信息技术,akshare_metadata_cache,2018,2018,True,False
002532.SZ,C 制造业,akshare_metadata_cache,1971,1925,True,False
002558.SZ,I 信息技术,akshare_metadata_cache,2019,2019,True,False
002568.SZ,C 制造业,akshare_metadata_cache,2054,2054,True,False
002583.SZ,C 制造业,akshare_metadata_cache,2054,2054,True,False
002594.SZ,C 制造业,akshare_metadata_cache,2054,2054,True,False
002600.SZ,C 制造业,akshare_metadata_cache,2054,2054,True,False
002601.SZ,C 制造业,akshare_metadata_cache,2014,2014,True,False
002602.SZ,I 信息技术,akshare_metadata_cache,1952,1952,True,False
002603.SZ,C 制造业,akshare_metadata_cache,2054,2054,True,False
002608.SZ,D 水电煤气,akshare_metadata_cache,2054,1978,True,False
002624.SZ,I 信息技术,akshare_metadata_cache,2044,2044,True,False
002625.SZ,C 制造业,akshare_metadata_cache,2052,2052,True,False
002648.SZ,C 制造业,akshare_metadata_cache,2054,2054,True,False
002670.SZ,J 金融业,akshare_metadata_cache,2024,2024,True,False
002673.SZ,J 金融业,akshare_metadata_cache,2054,2054,True,False
002683.SZ,B 采矿业,akshare_metadata_cache,2044,2044,True,False
002709.SZ,C 制造业,akshare_metadata_cache,2054,2054,True,False
002714.SZ,A 农林牧渔,akshare_metadata_cache,2054,2054,True,False
002736.SZ,J 金融业,akshare_metadata_cache,2044,2044,True,False
002738.SZ,C 制造业,akshare_metadata_cache,1998,1998,True,False
002739.SZ,R 文化传播,akshare_metadata_cache,1845,1845,True,False
002756.SZ,C 制造业,akshare_metadata_cache,2054,2053,True,False
002773.SZ,C 制造业,akshare_metadata_cache,2054,2054,True,False
002797.SZ,J 金融业,akshare_metadata_cache,2054,2054,True,False
002812.SZ,C 制造业,akshare_metadata_cache,2039,2039,True,False
002821.SZ,C 制造业,akshare_metadata_cache,2054,2054,True,False
002831.SZ,C 制造业,akshare_metadata_cache,2054,2054,True,False
002837.SZ,C 制造业,akshare_metadata_cache,2048,2048,True,False
002841.SZ,C 制造业,akshare_metadata_cache,2054,2054,True,False
002850.SZ,C 制造业,akshare_metadata_cache,2054,2054,True,False
002851.SZ,C 制造业,akshare_metadata_cache,1984,1984,True,False
002916.SZ,C 制造业,akshare_metadata_cache,2052,1989,True,False
002920.SZ,C 制造业,akshare_metadata_cache,2054,1980,True,False
002926.SZ,J 金融业,akshare_metadata_cache,2030,1953,True,False
002938.SZ,C 制造业,akshare_metadata_cache,1879,1801,True,False
002939.SZ,J 金融业,akshare_metadata_cache,1857,1778,True,False
002945.SZ,J 金融业,akshare_metadata_cache,1800,1723,True,False
002966.SZ,J 金融业,akshare_metadata_cache,1669,1589,True,False
002984.SZ,C 制造业,akshare_metadata_cache,1398,1319,True,False
003021.SZ,C 制造业,akshare_metadata_cache,1344,1264,True,False
003022.SZ,C 制造业,akshare_metadata_cache,1342,1263,True,False
003031.SZ,C 制造业,akshare_metadata_cache,1314,1235,True,False
003035.SZ,M 科研服务,akshare_metadata_cache,1313,1236,True,False
003816.SZ,D 水电煤气,akshare_metadata_cache,1653,1573,True,False
300001.SZ,C 制造业,akshare_metadata_cache,2054,2054,True,False
300002.SZ,I 信息技术,akshare_metadata_cache,2054,2054,True,False
300003.SZ,C 制造业,akshare_metadata_cache,2054,2054,True,False
300012.SZ,M 科研服务,akshare_metadata_cache,2054,2054,True,False
300014.SZ,C 制造业,akshare_metadata_cache,2054,2054,True,False
300015.SZ,Q 卫生,akshare_metadata_cache,2048,2048,True,False
300017.SZ,I 信息技术,akshare_metadata_cache,2054,2054,True,False
300024.SZ,C 制造业,akshare_metadata_cache,2054,2054,True,False
300033.SZ,J 金融业,akshare_metadata_cache,2054,2054,True,False
300037.SZ,C 制造业,akshare_metadata_cache,2054,2054,True,False
300054.SZ,C 制造业,akshare_metadata_cache,2051,2051,True,False
300058.SZ,L 商务服务,akshare_metadata_cache,2054,2054,True,False
300059.SZ,J 金融业,akshare_metadata_cache,2054,2054,True,False
300073.SZ,C 制造业,akshare_metadata_cache,2039,2039,True,False
300100.SZ,C 制造业,akshare_metadata_cache,2049,2049,True,False
300115.SZ,C 制造业,akshare_metadata_cache,2054,2054,True,False
300122.SZ,C 制造业,akshare_metadata_cache,2054,2054,True,False
300124.SZ,C 制造业,akshare_metadata_cache,2043,2043,True,False
300136.SZ,C 制造业,akshare_metadata_cache,2054,2054,True,False
300140.SZ,N 公共环保,akshare_metadata_cache,2021,2021,True,False
300142.SZ,C 制造业,akshare_metadata_cache,2052,2052,True,False
300144.SZ,R 文化传播,akshare_metadata_cache,2054,2054,True,False
300146.SZ,C 制造业,akshare_metadata_cache,1934,1934,True,False
300207.SZ,C 制造业,akshare_metadata_cache,2049,2049,True,False
300223.SZ,C 制造业,akshare_metadata_cache,2033,2033,True,False
300251.SZ,R 文化传播,akshare_metadata_cache,2054,2054,True,False
300274.SZ,C 制造业,akshare_metadata_cache,2054,2054,True,False
300285.SZ,C 制造业,akshare_metadata_cache,2049,2049,True,False
300308.SZ,C 制造业,akshare_metadata_cache,2054,2054,True,False
300316.SZ,C 制造业,akshare_metadata_cache,2054,2054,True,False
300339.SZ,I 信息技术,akshare_metadata_cache,2036,2036,True,False
300346.SZ,C 制造业,akshare_metadata_cache,2046,2046,True,False
300373.SZ,C 制造业,akshare_metadata_cache,2044,2044,True,False
300383.SZ,I 信息技术,akshare_metadata_cache,1990,1990,True,False
300390.SZ,C 制造业,akshare_metadata_cache,2051,2051,True,False
